review_id,Airline,Reviews,gt_sentiment,gt_categories
401,Singapore Airlines,"Singapore to Adelaide. I dont know what happened to Singapore Airlines but just had my worst Economy flight ever. I am on the tall side with over 1.90cm but have had no issues on this flight over the decades on A310/A340/777/A330 in Eco and the occasional Biz class. My 1st time on their new A350-900 with their new economy seating and will be my last. The legroom is non existent.  My knees were in constant contact with the seat infront. If the person infront of you decides to recline then you get to enjoy the screen about 20cm from your face. The seats are an absolute nightmare. Not only is the pitch terrible but also the width which is a complete joke. If you are travelling with a family member then fine otherwise you get to enjoy constant shoulder rubbing with your neighbour. The seat padding is the hardest i have come across. Having flown Thai's A350-900 the weekend before to Bangkok in standard eco seat as well and having no issues, I was looking forward to the SQ experience. What an incredible let down that was. The Thai product is so much better which is something i would have thought I would never say when comparing to SQ. Even Emirates a few months before in Economy was an absolute joy in comparison. The inbound flight was a 23:10 departure and our dinner consisted of a beverage and a packet of peanuts before lights were turned off. 4 hours later breakfast was served which consisted of yoghurt, a bit of fruit, bread roll and flavourless noodles or omelette. Not being able to sleep, you had to play catch the crew walking past if you wanted water. Not being heavyset, the tray actually pushed into my stomach when folded out which was also a new experience. On the return leg I managed to get the extra legroom seat in row 55 which was fine legroom wise but it was even more narrow then the standard seat as the tray folds out of the armrest taking up width. Compared to the standard economy seat this one is bearable for the 7 hours but again, not for anything longer. Whilst boarding and scanning the ticket the ground staff in ADL remarked"" oh, I am glad you got that seat as you are tall"". Whilst on board and having settled into the seat, the steward's pre-empted my seat neighbour's and my comment with ""yeah i know, they are very narrow"" so I can imagine the number of complaints about their seats. My neighbour and I, whilst trying to avoid shoulder contact had a lengthy discussion about how terrible these SQ seats have become. I will be exploring other carriers and connections in future as the premium paid for Singapore Airlines is simply not there anymore. Reading the number of gripes on the web about their Biz seats as well, I will be sure to choose other carriers in the future which saddens me as have been flying Singapore Airlines my entire life and had them in the highest regard until now but wont be enduring this torture ever again. I have absolutely no idea how they were voted best airline again.",,
1548,Qatar Airways,"Helsinki to Doha. One of the best airlines to fly with. Safe, reliable and on time, especially in Covid times. Impeccable service, great attitude from ground and in cabin staff. High level of service quality.",,
1011,Qatar Airways,"Very nice flights with Qatar Airways. Aircraft clean and well maintained, professional cabin crew, they never disappoint. The only thing to complain is that I passed through Hamad International several times and they never used fingers but only buses. This implies long wait and traffic jam due to the high number of buses. I imagine this is due to the strong increase of Qatar Airways destinations, but in any case it's a pity for such a beautiful airline! All in all, very good work Qatar.",,
57,Singapore Airlines,"We flew an itinerary Melbourne to Dubai return via Singapore in August 2023. We joined their Krisflyer membership. Having done that, we opted in for their ""Auto Check In"" for each flight. Singapore Airlines automatically check you in and email your printable boarding passes 24 hours before each flight departure. You do not have to check yourself in online. Our flights and seating for MEL-Singapore, Singapore-Dubai, Dubai_Singapore we were auto checked in and I printed the boarding passes at the hotel each time. But, while staying in Singapore for 2 days prior to our flight, 24 hours before our SIN-MEL flight, I kept checking my emails for the auto check in. By 1pm, 12 hours before our midnight SQ237 flight I received no auto check in. I knew something was wrong. I called their Singapore call centre and quoted my SQ RES Number, and said I have not received our boarding passes. For no reason, they hung up. I re-dialed the number, another operator, same thing, they hung up. On the third attempt the first thing I said to the operator ""Do not hang up"" I gave my REF booking number and we had pre-allocated seats 41D and 41E. The operator said ""I cannot find this REF number"". I patiently said, "" Go to SQ237 seats 41D&41E  you will see our names on those seats."" Nothing. I started to get distressed but kept my cool. I said ""If we go to the Airport they can sort it out"". No. you are not on that flight. So, I said, "" what do we do?"" He told us we have to re-book the same flight for the next day and pay an extra re-booking fee of $430. At that moment I thought, we just have to get on a flight, book it and work out the problem later. I looked up the seating on my ipad as he was doing the re-booking and requested the vacant seats, 70B&70C. He told me they are not available and put us in a three row on 46DEF. We went to the hotel lobby and booked an extra night at$353. We got to the airport 9 hours before our flight at 3pm, and showed them our paper itinerary at check in and said we did not receive an auto check in email or boarding passes and that 70B&70C are in fact available, and yes they were. Do your own check in online. I am in the process of filing both a complaint and claim to Singapore Airlines.",,
2923,Emirates,"What a disappointment. Emirates is lauded as having one of the best inflight experiences in the world. They obviously spend a lot of money marketing the experience as such. The problem with this is that expectations are high. The hard product is good, all be it a little tatty. Service and food quality is poor. Options are limited and there is no dining in demand. It’s the first time I’ve flown business and had my meal served on a tray. Never addressed or welcomed by name aside from when my boarding card was presented on entering the aircraft. Crew were polite when you got their attention, but most of the time they were avoiding eye contact when racing through the cabin. I had just come off a Virgin Atlantic upper class flight and while their upper class seats aren’t great, the service blows emirates out of the water. Fly better? Do better!!",,
5193,Turkish Airlines,"Amsterdam to Istanbul. The flight was delayed for around 50 minutes in departure.  Ground staffs were good at Amsterdam Schiphol airport. Cabin crew were good, food was good. This airline sent me a email offering me a compensation of 300 Euro due to the dela).",,
3752,Emirates,"This was our first time flying Emirates and likely our last. We have taken many other business class flights before and the service provided on every single other carrier, even American and Chinese carriers, far exceeded Emirates. The hard product is excellent with the full floor lounge in Dubai, good seat and bar on the plane. However, the biggest issue is that none of the crew seems to want to be there. It’s all a production line mentality. The service falls below what one would even expect in Economy. Also the food was very inferior given past reviews we had read about Emirates. In short, given the price point we would never fly Emirates again when there are usually cheaper business class seats on other airlines with better service.",,
947,Singapore Airlines,Manila to Zurich via Singapore with Singapore Airlines. Departure from Manila International Airport was delayed for about 2 hours because of air traffic. During the flight we get dinner. The fish and the desert was delicious but the fried rice was just steam rice. Entertainment programm was outstanding with a large choice of new relesed movies. The flight was very smooth and the flight attendant were very cheerful. After we landed in Singapore I had to hurry to my next connecting flight to Zurich. The flight between Singapore and Zurich was smooth but the meals were one-sided. We get for dinner and breakfast fried rice dish with fish or chicken. I expected at least one noodle dish in this sector. The flight attendants seemed very tired and unmotivated.,,
6028,Turkish Airlines,"Zurich to Istanbul with Turkish Airlines. Great contract lounge at ZRH (Aspire) operated by Swissport with a terrace from which one can do some great plane spotting. Offerings were also much better than the Senator lounge, the bean counters must be hard at work as usual at the LH group. On time departure and orderly boarding. 2x2 business seating, IFE and much appreciated quality catering. While flying in a metal tube with little distractions it is nice to be served a nice meal. The onboard chef was attentive and the chicken papillotte was very good. One can even enjoy a cup of Turkish coffee afterwards. Scheduled arrival into IST. Kudos to TGS as the CIP bus was available (and this time was for J pax only) for a speedy transfer to the terminal. The new headphones seem to be of inferior quality, minor problem in a otherwise yet another very satisfactory TK journey.",,
6823,Air France,"Flew Air France from Tehran to Toronto. On New Years Eve going back home on a connecting flight, first flight from Tehran to Paris was delayed and about 30 passengers missed the second flight because we had to wait for a whole hour at the airport for a bus to pick up the passengers. Air France representative rudely told us that it is not their reaponsibility and didn't even offer an apology. They agreed to get us tickets to go back home but said all direct flights were full for the next 2days. We trusted their word and agreed to sleep at the airport for the night and arrive into Toronto 30hrs later than planned. Next morning we find out that half of the passengers who had missed the same flight were going to Toronto on a direct flight. None of them had children or any disabilities. Although we were the first ones to get to customer service they didn't give us the tickets and made us wait for more 26 hours before our next flight. Again, there was no apology. I guess they cheap out on taking responsibility and apologizing as well. This was my first time flying Air France and I promised them it would be my last.",,
3611,Emirates,"I traveled from Kuwait to Cochin via Dubai on 6th August. As per my itinerary my allowed hand luggage weight is 7KG. I traveled with 7 KG weight + my laptop this weight allowed from Kuwait during my check in, but from Dubai during check in time they charged for my laptop weight. I would like to know is their any separate rules for emirates flying from Kuwait and Dubai. I paid around 410 AED extra, but one thing I decide I will not choose Emirates again.",,
3345,Emirates,"I was traveling with my family - wife and 5 year old from Newark to Dubai. One of the seats allocated to us was broken with the recliner button missing and being concealed with duct tape! When I highlighted this to the crew supervisor I was told that this seat should have been blocked and not allocated to any passenger. Since the flight was full and with only 1 middle row seat available, neither my wife nor I was comfortable to move leaving either me or my wife to tend alone to my toddler. Hence I decided to stay in the same seat. After an agonizing 12 hours with a stiff back I highlighted this to Emirates customer support who simply put their hands up stating that they helped but I refused. Firstly this seat should not have been allocated. This seat was actually allocated to my 5 year old. In that case Emirates was happy to move her alone to another seat! Really poor response and pathetic customer support.",,
2189,Qatar Airways,"Doha to Dubai in January 2017 on business with my wife. Had a fairly smooth transfer at the Hamad International in Doha. The departure gate was a considerable distance from the gate of our arriving flight but signage was clear and using the walkways provided got us to the departure gate on time. Departure on time, welcoming staff quite clean aircraft for a short flight of about an hour. A very tasty chicken sandwich was provided and beverages. In-flight entertainment was on and could be used. I had my own headphones which I did use! A very pleasant airline I would recommend.",,
1387,Qatar Airways,"The flight was initially delayed due to issues at the airport. However, time were made up in the air and we landed as planned. The crew was extremely helpful throughout the night with water and drinks. Although we ate late the food has been incredible tasty. Thank you Qatar Airways for this memorable experience. I can now see why you are rated as the number 1 airline in the world.",,
1584,Qatar Airways,"Qatar Airways, Most reliable airline during this pandemic!  Travelling on Qatar Airways recently was a stress free, COVID safe, comfortable experience from start to finish. The check in process wasn't perfect, but with all the changes to legislation of various countries, I did expect things to be a little slower. This in my opinion is acceptable in the current climate. When on the flight, there were plenty of seats available to maintain some form of social distance, the crew wore correct PPE and enforced passengers to do the same. The crew issue a travel pack which contained sufficient face masks, gloves and hand sanitiser for the trip and onward journey. Food on the flight was tasty and the drinks service was sufficient to remain comfortable through out the trip. On arrival at Doha, all passengers was ushered through to transfers, by passing the unnecessary security check points allowing us to, again maintain social distancing. I had a long layover so utilised an airport lounge but I did noticed the majority of the stores open in Doha Airport. My trip involved two flights which both arrived on time at their respective destinations. Overall, I was very impressed how COVID safe and comfortable the journey was, and that is travelling economy. I am going to be using Qatar Airways as my first choice airline for the considerable future. Thank you, keep doing, what you are doing!",,
2599,All Nippon Airways,"They canceled my mother’s flight without any announcement to the passengers who were waiting in line for almost 2 hours. The airport flight information displays still showed that the flight was on time even after we were turned away 2 hours later. While we were at the ticket counter trying to figure out what to do next, their manager told us that flight will be tomorrow morning at 8am (which is incorrect because Seattle only has 1 ANA flight a day, and they’re all at 3:35pm). My mother was staying with us so they didn’t even pay for anything for inconvenience of the delay. They didn’t even offer to try and find another flight. We came back the next afternoon, and finally were able to check in her bags and when we inquired about a seat upgrade (like business class since she already had premium economy), we were told that it was full and they couldn’t upgrade her. They provided nothing for any sort of compensation for the inconvenience,",,
7043,Cathay Pacific Airways,"Flew business class from Hong Kong to Los Angeles. Window seat 18D CX884. The cabin crew especially the older women undermined me and tended to others more and gave me a shabby look.  It was overall a great experience except the part where my supposedly ""priority baggage"" had a huge dent leaving it unsealable after opening it once but it's ok - Priority baggage does not make a difference for Cathay, it comes out even later. Some other cons are, no pajamas, no slippers, limited and bad toiletries, small bathroom, food takes long",,
1078,Qatar Airways,"Qatar Airways is one of the most professional airlines. I was very ill on flight, the steward called doctor who allowed medication to be given to help me, then exceptional service once arrived in Doha. I was taken to lounge to shower and escorted to a resting area as I was travelling alone. I highly recommend Qatar Airways. I felt that I was in very safe hands.",,
6979,Cathay Pacific Airways,"Paid extra for a good seat; Didn't get it due to weight balance but was promised refund the price difference before the flight; Wasted 10+ hours in nightmares with the Cathay Pacific customer service on whatsapp, emails, and phone calls, but it's still not resolved yet. I spent a few hundred dollars more on this 17 hour long trip, for a seat with good leg room and unobstructed view by the wing. However, I was told by the lady at the check-in counter that the seat had been changed by ""the people in Hong Kong"" for weight balance and she could do nothing about it. But she told me that the price difference can be refunded as long as I contact the customer service. And I believed her easily and thought that would be easy and not waste much of my time, because the fact that a paid service cannot be provided implies that that part of the cost should refunded. Or so I thought. The first customer service guy told me that it was impossible even before I could finish describing my situation. And he was also very ignorant of what services they are offering, and thought that one doesn't have to pay anything for extra leg room nowadays. I contacted again in emails, and the second person turned out to be a huge disappointment too. I was humiliated by a ""goodwill gesture"" of 10,000 Asia Miles that I will probably never use. And this guy even started to blame that it was their staff at JFK who changed my seat, which contradicted what I heard before the flight. And I am confused why that can be a good reason for not refunding me too, maybe by discrediting the check-in counter lady who told me that I could easily get a refund? After that I have spent more hours on emails and phone calls with their customer service. It has been a nightmare. More appointment and more humiliation. This is my first flight with Cathay Pacific, and I think the last one too. I don't know why it was a trustworthy airline in my impression, but not anymore. Regarding the inflight experience, I had a broken TV, a tiny unstable table with no beverage holder, and was in a location directly facing the toilet. I didn't sleep the night before the flight for better in-flight sleeps and jet lag, but I couldn't because the toilet flashed me every 5 minutes.",,
323,Singapore Airlines,"Los Angeles to Jakarta via Tokyo, Singapore. Friendly service, but not the best. The food was not really tasty. I ate Japanese cuisine and it was disappointing. Every 1 or 2 hour, they offered us drinks, which I like.",,
4508,Turkish Airlines,"Flight on 8/31/2023 from IAH to MED. Layover in IST. 4 hour layover flight got cancelled bc the plane didn’t have enough passengers so wait 8 hours for the next flight without any accommodation in the airport. 2. Flight on 9/14/1023 from DXB to IST cancelled due to technical issue with plane. Plane got fixed and was sent empty with all passengers luggage to IST.  New boarding passes issued on 9/14/2023 for IST flight. Plane was too full and 30 passengers had to rebook on another flight. We ended up rebooking with Emirates and coming back home, IAH, instead of going to IST for 3 days. Luggage is still in IST airport. We have AirTags on them. I call TK luggage services every day and they keep telling me they can’t find them. I know my luggage is in the airport and they are not trying to locate it. It’s been 1.5 weeks since we’ve been home without any of our luggage. The worst service I have ever encountered with an airline. Will not be flying with them again.",,
836,Singapore Airlines,"Singapore to San Francisco. I have an email with my itinerary showing the flight is from Singapore to San Francisco. There are no words about a 1hr 30 mins stop in Hong Kong. Only today I realized the flight is through Hong Kong. If I had known that, I wouldn't choose this company at all. The agent was surprised to see my itinerary as it clearly shows this is a direct flight.",,
5856,Turkish Airlines,"For my vacation to Turkey I decided to fly with Turkish Airlines instead of a charter airline like SmartWings. We boarded an A321-200 in Prague, seats were really nice with really good pitch and each seat has personal IFE which is geat for a 2 hours flight. The headphones were not very good, but thats ok. Problem was that for half of the flight the IFE wasn't working, but when it did it had plenty of movies, games, music etc. We received a warm sandwich and dessert on this flight which were tasty along with a good seletion of drinks, only problem was that only 1 drinks round was made. Second flight was on a Boeing 737-800 which was a bit older and only had screens above our heads, but it was a 55 minute flight (on the way back this flight was operated by A321-200 with IFE) and even on this short flight we received drinks and food (same sandwich just no dessert). Overall these were really nice flights and I would fly with Turkish again. The A321 was really nice and IFE for 2 hours flight is great, it is just the crew that could be little bit better.",,
1098,Qatar Airways,A delay of 90 minutes.  I still managed to arrive in time for my connection but we had barely time to rest in Doha. 90 minutes transit time to get across the terminal to the next gate instead of 3 hours transit.,,
7994,Korean Air,"San Francisco to Seoul. My experience with Korean Air surpassed my expectations! The crew of flight KE 026 were kind, helpful, and very attentive. I highly recommend Korean Air to anyone who wants to have a great flight!",,
1923,Qatar Airways,"Vienna to Denpasar via Doha. My meals were very bad, seat comfort okay for Vienna to Doha and bad for Doha to Denpasar.  My entertainment System not working on Doha – Denpasar.",,
7107,Cathay Pacific Airways,"Boston to Jakarta via Hong Kong. A missed connection on American Airlines bumped me to Cathay Pacific. The 15 hour flight to Hong Kong was ok. The food was average, the flight staff were nice. My problem came when they refused to even considering to allow me to fly standby on a flight that was 9 hours earlier because locating my baggage with a 5 hour window was going to be too much trouble. I even offered to retrieve the bags the next day since 1 of them appeared to be left in Boston anyway. The customer service was terrible and they just keep reminding me it was American Airlines that caused me to miss the original flight not them so they were not obligated to help me. C.H. an unfriendly girl at the service desk was particularly indifferent and unapologetic. She suggested that she couldn’t help me because she didn’t know how much I paid for my original ticket. I was 38 hours into this nightmare and she had no problem adding another 10 hours to my trip because I originally booked with a partner airline. Whatever this One World partnership is they should boot Cathay out of their system for terrible customer service.",,
2317,Qatar Airways,"Singapore to Zurich via Doha. Nice and new aircraft with warm ambience inside the cabin, the light is soft and not too bright so during serving meal you can continue to sleep if you don't want to eat. There are 2-3 meals option so you choose, the meal taste is good. The space between the seat is wide enough, so you have more legroom. Stewardess is also very helpful, full attention, and friendly to the children, they gave my children toy so they can play during long haul flight. The amenities is almost complete they gave toothbrush, toothpaste, blindfold,earmuffs, and sock in nice wallet. I'm very satisfied with the service.",,
3283,Emirates,"EK 318 from Dubai to Tokyo, Narita on 21st Nov 2019. This flight seemed to have issues right from the start. The Boarding gate where we were to board had several leaks so we had to try and huddle in the dry sections. There was not enough seating. Boarding was chaotic at best and anyone willing to lie about their Emirates membership got in first. The lady at the door was unable to cope. The cabin was dirty, the crew seemed to not know each other, 2 rows at the back in Economy were kept empty for the use of crew (at the cost of paying passengers and despite having a section for crew to rest and sleep) which despite my request they refused to relinquish. Rest of the passengers had to make do without the 6 extra seats. Apparently this is a regular reservation for the crew on this flight. I paid 350 Dirhams for a horrible seat with legroom only for my right leg. Photo attached. Crew shouted to each other about running out of meals, one crew member scolded the other members and paid very little attention to the general public. There was one apparently senior staff who did a royal walk through the cabin and only spoke to 3 or 4 people whom she chose, I am guessing at random. Lastly they took away blankets an hour before landing and then piled them into bags. So again customer was last. It was cold and we were still an hour away. All in all I would not recommend Emirates to anyone. Please avoid this airline until they improve and take their customers seriously. I have traveled by Emirates Business class in the past and the service was excellent.",,
1059,Qatar Airways,"July 2023. Family of 5 with 3 children, pre-booked extra leg room seats and so that we could be together. Our seats were reallocated to a group as we transited through Doha airport. We ended up with seats spread across the entire the aircraft, nowhere near each other. Our 13 year old who’s afraid of flying was sick with the stress caused, and to us as parents worried that if something happened there was no way we could have taken care of our 3 children. Total lack of interest, no customer care, no customer service, no attempt to improve the situation, then lies and fabrication of reasons when we complained at the gate, onboard and afterwards to their customer care team. First they claimed the aircraft had been changed, then that our seats were changed for operational reasons, and then best of all claiming we had missed our flight and had been put on a different plane. Because we complained, we never got a refund for the extra leg room seats.",,
1406,Qatar Airways,"The service was good and the flight attendant was excellent. If memory serves, her name is Eman. She was an amazing flight attendant and she helped me a lot with my aunt, because my aunt needed some extra assistance and Eman was the one who helped her. Her service left a great impression on us which reflected on Qatar Airways in the end and made it as one of the best airways in the world.",,
3764,Emirates,"Birmingham to Dubai. Very disappointed- what on Earth has happened to Emirates? Service extremely poor! Had service light on requesting some water to take a tablet for over an hour had window seat so couldn’t get out - run out of food so was given a child’s meal option! Drinks very sparse and food poor! Worst airline for service I have flown with for some time, i must not forget however we got to Dubai and back safe but I am sorry Emirates the rest was more like you would expect from a budget airline! Really disappointed and will avoid in the future.",,
7801,EVA Air,"Flew A321 from Taipei to Incheon. Overall a good flight! I received an email before the flight to say that I'd been automatically checked-in, though when I arrived at the airport, I still needed to go to a machine to print my boarding pass, then line up to drop off my bag and answer the question about the contents of my luggage etc. Therefore I really wonder what on earth is the point of auto check-in — it seems pretty much redundant. Plane was clean and comfortable and in good condition. We waited over an hour on the tarmac before taking off from Taipei, seemingly due to heavy traffic at the airport, but the crew gave little information about this, which was a little frustrating. I got a gluten-free meal, which was really tasty - much better than the one on the flight to Taiwan from Korea. The seats were comfortable and spacious enough, although there is no personal entertainment — this is a little disappointing for an otherwise high-quality, full-service airline. Once we finally took off, the crew were friendly and efficient and responded efficiently to my requests for extra drinks. There is some need for the crews, captain included, to improve their English pronunciation ability.",,
4023,Emirates,"Bangkok to Dubai. I was worried about some of the negative reviews about Emirates at first. Fortunately, my new year's eve flight was one of the best I've ever had in years. Very friendly, hard-working and charming team of international crew, a medium load, free wifi for 10 mb, or only USD1 for 500 mb, all made for a great journey. Catering standard was better than average, a great choice of drinks and wine etc. The bar at the back of the upper deck is a must do. A lot of passengers went to sleep, I was having fun with the crew counting down to the new year, a first for me on the air! If ever there was one minor imperfection, that would be the dining table of my seat, which was badly designed in a way, when opened and folded down, it cuts almost into my stomach (I am stocky). Dining was not exactly comfortable with this fatal design fault. I took one mark off because of that. Otherwise, it's a perfect 10 from me.",,
6350,Air France,"Customer Service was extremely poor at CDG Airport. No agents available to answer questions or assist withe kiosks etc. No separate check in for business class and most checkin done by passengers after they figured out how to print bag tags and load bags on belt. The service in business was unbelievable. We were on board 1.5 hours with a posted ATC delay and waiting for late passengers. No preflight service offered. After departure, only given drinks during lunch service. I had to go to attendants station to request a wine refill, but it never showed for my wife or self. Finally, after ringing on service button, mine showed, but not wife's. For two meals, I was served two pasta dishes. I've had better service in Coach. Bottom line, we will never again fly AF.",,
2757,All Nippon Airways,"Chicago to Manila via Narita. This is to acknowledge with great appreciation for the kindness and goodwill extended to a senior couple facing a dreaded 24 hour trip to their destinations. We are referring in particular to Julia S-------r who made all the stops to satisfy our needs. It is the devotion to her duty at the counter at O’Hare Airport in Chicago that made our trip take a pleasant shape, and a good start.",,
6406,Air France,"Copenhagen to Buenos Aires via Paris CDG. My Lufthansa Business Class flight from CPH was delayed, so they  transferred me to Air France, so I could still make a flight to Buenos Aires. Of course, Air France was paid by Lufthansa for this. Now Air France says they will not award me mileage points because I originally booked on Lufthansa. So Air France claims that Lufthansa should award me miles!",,
6645,Air France,"This was awful, a rip-off €1600 of awfulness for a business class return ticket CDG-TLV-CDG. A rip-off because business class from CDG to Tel Aviv is an economy seat with an empty seat next to you. You might get away with that on a short hop within the EU, but on a 4+ hr trip, at this price, it's just not acceptable. It was an overnight flight, and I just assumed, as with the BA flight to TLV, there would be a flat bed. So, it was my fault for not checking. I got an economy seat that barely reclines, perhaps 4-5cm. Needless to say I didn't sleep much. And, in search of another way to get more enraged I checked the price of a flexible economy ticket for the same trip the next day. It was €700 for a flexible ticket. So I've paid not far short of €1000 extra to sit in the same seat as everyone else but closer to the toilets. Great. Merci beaucoup.",,
3812,Emirates,"Frankfurt to Bangkok via Dubai. I understood from the crew that Emirates has a new policy to overbook the economy class and upgrade all remaining passengers to Business class. That is what happened on the both mentioned flights, more than 50% passengers got free upgrades to Business. So C class was totally full on the huge A380 results in poor service because the FAs were totally overloaded with this high amount of people. On the flight from Frankfurt to Dubai I had to wait more than 3 hours until they served the dinner. Further I think this is also very unfair for the passengers who paid the business class fare. It seems that the airline is good for economy passengers but sorry Emirates this is not what business people paying a very high fare do expect.",,
5133,Turkish Airlines,"Traveled with Turkish airlines 2 years ago whilst going to Saudi Arabia and enjoyed my travel with them so decided to travel with them back again. So we traveled to Istanbul with COVID19, so we didn't get a hot meal got given a small bun sandwich, a tiny piece of cake, one little juice carton and a small water bottle. You don't get no options if it's a non vegetarian sandwich you just don't eat anything I guess. They should at least have two options. When we booked the flight we were told because of coronavirus they will be seats empty with between you and the next stranger but that wasn't the case at all. Everyone sitting right beside another stranger touching elbow to elbow. Not happy with my travel experience this time around.",,
7086,Cathay Pacific Airways,"Jakarta to Hong Kong in October 2018. Great take off, great landing, good service, pleasant flight attendant, but only sandwich, no choice, and no other menu. Good choice of drink. New aircraft.",,
7129,Cathay Pacific Airways,"Melbourne to Tokyo via Hong Kong. Every time I've flown with Cathay it hasn't been great but this flight proved to be nightmarish. Landed in Narita via Hong Kong only to find my luggage had been lost! Although it was recovered in a few days time, the inconvenience caused by this cannot be understated. I was not offered any form of compensation beyond a simple apology. On the way back, there was also a 90-minute delay applied to the (midnight) HKG layover, during which they were asking if guests were willing to take a flight the next day as the replacement plane could not fit all passengers. Furthermore, the reason for this delay was never explained by the ground crew! Cabin staff overall was average bordering on robotic save for one exceptional hostess, I still gave it a 2 as on the return leg, menus for dinner/breakfast was not distributed and incoming passenger cards were only provided upon request (!) Speaking of which, meals were nothing special either compared to JAL, Emirates or even Delta. The only positives I can think of is the above average legroom and the relatively up-to-date inflight entertainment, including full seasons of many TV shows.",,
308,Singapore Airlines,"This was the daylight flight from Singapore to Johannesburg. Check in and boarding was, as is usual quick and efficient, with a friendly welcome from the crew. There are no pre-flight drinks offered in premium economy. Drinks are offered after take off, including French Champagne, but in tiny plastic tumblers. We had utilized “book the cook”, which had a large range of options, but these are served in an economy format, which nullifies any special qualities. There are no dedicated crew in premium economy, with the result that is approximately an hour before trays are removed and drink refills are available. The flight was good, the entertainment system excellent. The crew came round often with water and fruit juice, and a second meal was served before arrival. Overall this was a good flight with excellent hard product, excellent economy class service, but not up to the standard expected for premium economy. Why do Singapore Airlines not commit to a proper Premium Economy service?",,
1381,Qatar Airways,"What an experience flying with Qatar Airways, everything was handled so professionally and efficiently. Well done to both the airport staff and the air crew for making this without doubt the best flight experience in my 30+ years of international travel. The business class seat was fantastic with a great select of entertainment and cabin crew were very friendly. The star of the show for me was the quality and choice of food onboard, 5 star dining. I did markdown the Wi-Fi as I struggled to connect, I'm sure the staff would have sorted this had I asked. It wasn't an issue I was just happy to relax and enjoy the experience. I’ve had some dreadful business class experiences this year travelling to the USA with two different airlines, this has reinstated my faith that there are airlines who actually care about their passengers. Well done Qatar Airways.",,
5354,Turkish Airlines,"Paris to Kilimanjaro via Istanbul, returning from Zanzibar. The seats are not suitable for a trip of + 7h. This is definitely not a business class but it has the price though! No registration in advance possible: no couple seated together in Istanbul and here we go again in Zanzibar. Staff do not respond to simple requests (eg glass of water), always returning later - but nothing happens later! During the stopover in Zanzibar, no information was provided, customers are left in a staff change cabin and disturbed with the new team that is completely lost. This was a hot mess! In summary, fly Oman Air or Ethiopian, it cannot be worse.",,
7093,Cathay Pacific Airways,"Adelaide to Bangkok via Hong Kong. Both flights on time, with the good service. Seats were comfortable and food was decent. IFE had a great choice with decent size touch screen. As a One World Platinum member, the lovely Purser made sure that I was comfortable all the time.",,
1875,Qatar Airways,"What a pleasure to fly with this airline and can state unequivocally that Qatar Airways provides the best Business class that I have flown. In a four week period I flew Qatar four times and every time (including one leg in Economy from Istanbul to Doha) the cabin crew were polite, friendly, helpful and impeccably turned out. They all work very hard but maintain a standard of professionalism that is sadly lacking with some other airlines. The aircraft were spotless as were the toilets, the food delicious and beautifully presented and even the 17 and a half hour leg from Auckland to Doha and the slightly shorter return trip was not a hardship.",,
7392,Cathay Pacific Airways,"Boston to Hong Kong. With a flying time of 15.45 hours this is one of the longest routes in Cathay Pacific's network and I was bracing for the worst as I was going to travel in economy class. However it turned out to be a very pleasant experience thanks to the hardworking and friendly crew. Dinner was served shortly after take-off and a couple hours later there was a snack-service with cup noodles. The western style breakfast served two hours prior arrival was tasty and plentiful. What impressed me the most on this flight was how well-groomed the crew appeared, even after having been on duty for more than 14 hours. I stepped off the plane feeling refreshed and ready for a full day of duties ahead. This was Cathay Pacific at its best.",,
7605,Cathay Pacific Airways,"Hong kong to Manila- a short flight and service on the ground and in-flight was excellent. Meal service used to be a full meal but Cathay Pacific has downgraded this to a Snack - it comes in a small CX paper bag which i found cute. Meal service fast and efficient and they come around to offer more drinks after the snack bag. FA's are lovely. The cabin is clean, IFE was excellent. Seat pitch is OK. Would fly them again for sure.",,
2192,Qatar Airways,"Milan to Jakarta via Doha in October 2017. We boarded the A330-300, staff with friendly smiles and got to our seat 23F which was a window seat, at the seat was IFE, and coat hook but no USB charger. This A330-300 was an older one. We took off on time, the meal service options were roast chicken with potatoes or beef stew, I chose the chicken which wasn't the best. I tried to sleep but due to cramped legroom I couldn't, so I took a walk, I got back to my seat and started to watch the IFE, but it was small but had a lot of options. We landed at Hammad International airport 30 minutes late, had a 2 hour layover before boarding the Boeing 787-8 to Jakarta, again the legroom was cramped but this time the IFE had a USB charger, so I could charge my phone. I woke up just before landing, we landed on time at Jakarta.",,
6743,Air France,London to Paris return. No luggage and checked in online so did not experience checking at the airport. Outbound flight was a Boeing 787 so boarding took some time. Onboard seat comfort was very good as was legroom. This aircraft operates as a long haul product and I would have no issues in recommending it for a flight of this duration. Once at Paris deplaning took some time but otherwise fine. Return flight was on an A318. Online checkin again so very simple and straight forward. Not an AF issue but worthy of a mention is the lack of restaurants in CDG terminal 2E so something to bear in mind. Return flight left on time and again the seat was very comfortable and an enjoyable experience. Both flights offered a drink and quick snack which was great. Based on my experience I would choose them as a preference over BA and Lufthansa. Great flights all round.,,
